rank,player,team,position,goals,assists,minutes_played,source_url,retrieved_date
815,Exequiel Palacios,ARG,MF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
817,Egil Selvik,NOR,GK,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
818,Ousmane Diomande,CIV,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
818,Christopher Operi,CIV,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
820,Riechedly Bazoer,CUW,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
821,Tomas Araujo,POR,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
822,Mouhib Chamakh,TUN,GK,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
823,Joe Scally,USA,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
824,Pervis Estupinan,ECU,DF,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
825,Oussama Benbot,ALG,GK,0,0,100,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
826,Nkosinathi Sibisi,RSA,DF,0,0,101,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
827,Zeki Amdouni,SUI,FW,0,0,101,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
828,Florian Grillitsch,AUT,MF,0,0,102,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
829,Dean Henderson,ENG,GK,0,0,102,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
830,Scott Mckenna,SCO,DF,0,0,102,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
831,Yunus Akgun,TUR,FW,0,0,103,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
832,Seko Fofana,CIV,MF,0,0,103,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
833,Ryan Thomas,NZL,MF,0,0,103,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
834,Ehsan Hajisafi,IRN,DF,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
835,Mohammad Ghorbani,IRN,MF,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
836,Nawaf Bu Washl,KSA,DF,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
837,Ozan Kabak,TUR,DF,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
837,Mark Mckenzie,USA,DF,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
837,Miles Robinson,USA,DF,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
837,Matt Turner,USA,GK,0,0,104,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
841,Frans Putros,IRQ,DF,0,0,105,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
842,Utkir Yusupov,UZB,GK,0,0,105,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
843,Yusuf Abdurisag,QAT,FW,0,0,105,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
844,Saleh Hardani,IRN,DF,0,0,107,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
845,Carney Chukwuemeka,AUT,MF,0,0,108,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
846,Shahriyar Moghanloo,IRN,FW,0,0,108,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
847,Jhon Cordoba,COL,FW,0,0,108,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
848,Jakhongir Urozov,UZB,DF,0,0,112,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
849,Ben Old,NZL,MF,0,0,112,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
850,Karim Boudiaf,QAT,MF,0,0,114,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
851,Ryan Christie,SCO,MF,0,0,114,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
852,Daniel Svensson,SWE,DF,0,0,114,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
853,Anis Hadj Moussa,ALG,FW,0,0,114,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
854,Marco Pasalic,CRO,FW,0,0,114,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
855,Miro Muheim,SUI,DF,0,0,115,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
856,Kieran Tierney,SCO,DF,0,0,115,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
857,Nicolas De La Cruz,URU,MF,0,0,115,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
858,Gustavo Caballero,PAR,MF,0,0,117,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
859,Jorgen Strand Larsen,NOR,FW,0,0,117,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
860,Santiago Gimenez,MEX,FW,0,0,117,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
861,Tyler Bindon,NZL,DF,0,0,120,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
862,Lee Taeseok,KOR,DF,0,0,120,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
863,Salih Ozcan,TUR,MF,0,0,120,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
864,Dostonbek Khamdamov,UZB,MF,0,0,120,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
865,Joao Paulo,CPV,MF,0,0,121,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
866,Samir El Mourabet,MAR,MF,0,0,121,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
867,Leon Goretzka,GER,MF,0,0,122,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
868,Hwang Heechan,KOR,MF,0,0,123,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
869,David Raum,GER,DF,0,0,123,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
870,Elias Saad,TUN,FW,0,0,124,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
871,Jaouen Hadjam,ALG,DF,0,0,125,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
872,Lee Jaesung,KOR,MF,0,0,125,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
873,Igor Matanovic,CRO,FW,0,0,125,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
874,Jacob Shaffelburg,CAN,MF,0,0,126,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
875,Ramiz Zerrouki,ALG,MF,0,0,126,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
876,Marcos Senesi,ARG,DF,0,0,126,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
877,Zaid Ismael,IRQ,MF,0,0,126,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
878,Amadou Onana,BEL,MF,0,0,127,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
879,Elye Wahi,CIV,FW,0,0,127,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
880,Warren Zaire Emery,FRA,MF,0,0,128,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
881,Louicius Deedson,HAI,FW,0,0,129,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
882,Jayden Adams,RSA,MF,0,0,130,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
883,Mert Muldur,TUR,DF,0,0,132,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
884,Bernardo Silva,POR,MF,0,0,133,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
885,Eren Elmali,TUR,DF,0,0,134,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
886,Homam Ahmed,QAT,DF,0,0,134,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
887,Lenny Joseph,HAI,FW,0,0,134,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
888,Ahmed Qasem,IRQ,FW,0,0,135,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
889,Kamaldeen Sulemana,GHA,FW,0,0,136,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
890,Angelo Preciado,ECU,DF,0,0,137,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
891,Lukas Provod,CZE,MF,0,0,137,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
892,Inaki Williams,GHA,FW,0,0,140,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
893,Assim Madibo,QAT,MF,0,0,140,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
894,Azizjon Ganiev,UZB,MF,0,0,140,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
895,Ismael Gharbi,TUN,MF,0,0,142,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
896,Jaroslav Zeleny,CZE,DF,0,0,142,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
897,Hicham Boudaoui,ALG,MF,0,0,143,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
898,Malo Gusto,FRA,DF,0,0,143,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
899,Raphinha,BRA,FW,0,0,143,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
900,Kerem Akturkoglu,TUR,FW,0,0,143,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
901,Kenny Mclean,SCO,MF,0,0,144,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
902,Ali Jasim,IRQ,FW,0,0,144,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
903,Teun Koopmeiners,NED,MF,0,0,145,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
904,Endrick,BRA,FW,0,0,146,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
905,Jesper Karlstrom,SWE,MF,0,0,147,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
906,Niko Sigur,CAN,DF,0,0,147,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
907,Jovane Cabral,CPV,MF,0,0,148,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
908,Ahmed Basil,IRQ,GK,0,0,149,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
909,Benjamin Nygren,SWE,MF,0,0,149,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
910,Cameron Burgess,AUS,DF,0,0,152,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
911,Tomas Soucek,CZE,MF,0,0,152,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
912,Mahmoud Almardi,JOR,FW,0,0,152,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
913,Ismail Yuksek,TUR,MF,0,0,153,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
914,Mohammed Abu Alshamat,KSA,DF,0,0,153,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
915,Hossein Kanani,IRN,DF,0,0,154,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
916,Jalal Hassan,IRQ,GK,0,0,154,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
917,Lawrence Ati Zigi,GHA,GK,0,0,155,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
918,Khojiakbar Alijonov,UZB,DF,0,0,155,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
919,Willy Semedo,CPV,MF,0,0,156,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
920,Mario Pasalic,CRO,MF,0,0,158,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
921,Che Adams,SCO,FW,0,0,160,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
922,Phillip Mwene,AUT,DF,0,0,160,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
923,Ismael Kone,CAN,MF,0,0,160,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
924,Rani Khedira,TUN,MF,0,0,162,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
925,Abdul Fatawu,GHA,FW,0,0,163,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
926,Ahmed Fathy,QAT,MF,0,0,163,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
927,Nathanael Mbuku,COD,MF,0,0,163,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
928,Francisco Conceicao,POR,FW,0,0,163,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
929,Odeh Fakhoury,JOR,FW,0,0,163,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
930,Nelson Semedo,POR,DF,0,0,164,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
931,Zaid Tahseen,IRQ,DF,0,0,165,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
932,Elisha Owusu,GHA,MF,0,0,166,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
933,Jassem Gaber,QAT,DF,0,0,166,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
934,Sultan Albrake,QAT,DF,0,0,167,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
935,Musab Aljuwayr,KSA,MF,0,0,167,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
936,Frantzdy Pierrot,HAI,FW,0,0,168,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
937,Rayan Cherki,FRA,MF,0,0,169,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
938,Tomas Holes,CZE,DF,0,0,169,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
939,Gabriel Avalos,PAR,FW,0,0,170,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
940,Ayoub Aloui,QAT,DF,0,0,170,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
941,Carlens Arcus,HAI,DF,0,0,171,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
942,Adam Hlozek,CZE,FW,0,0,172,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
943,Lukas Cerv,CZE,MF,0,0,172,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
944,Edouard Mendy,SEN,GK,0,0,172,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
945,Zeki Celik,TUR,DF,0,0,173,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
946,Callum Mccowatt,NZL,MF,0,0,173,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
947,Hussein Ali,IRQ,DF,0,0,174,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
948,Sofyan Amrabat,MAR,MF,0,0,175,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
949,Richard Rios,COL,MF,0,0,175,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
950,Jose Fajardo,PAN,FW,0,0,176,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
951,Liam Millar,CAN,MF,0,0,176,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
952,Michel Aebischer,SUI,MF,0,0,176,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
953,Edo Kayembe,COD,MF,0,0,177,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
954,Josko Gvardiol,CRO,DF,0,0,177,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
955,Ali Lajami,KSA,DF,0,0,177,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
956,Ferdi Kadioglu,TUR,DF,0,0,179,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
957,Cristian Volpato,AUS,FW,0,0,180,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
958,Jurien Gaari,CUW,DF,0,0,180,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
959,Nuno Da Costa,CPV,MF,0,0,180,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
960,Kalidou Koulibaly,SEN,DF,0,0,181,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
961,Yukinari Sugawara,JPN,DF,0,0,181,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
962,Iqraam Rayners,RSA,FW,0,0,182,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
963,Darwin Nunez,URU,FW,0,0,182,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
964,Mohamed Toure,AUS,FW,0,0,182,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
965,Jacob Italiano,AUS,DF,0,0,183,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
966,Elliot Stroud,SWE,DF,0,0,183,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
967,Lawrence Shankland,SCO,FW,0,0,183,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
968,Son Heungmin,KOR,FW,0,0,183,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
969,Relebohile Mofokeng,RSA,FW,0,0,184,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
970,Jiovany Ramos,PAN,DF,0,0,186,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
971,Cesar Blackman,PAN,DF,0,0,187,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
972,Laros Duarte,CPV,MF,0,0,187,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
973,Nathan Ake,NED,DF,0,0,189,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
974,Husam Abudahab,JOR,DF,0,0,190,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
975,Joshua Brenet,CUW,DF,0,0,193,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
976,Dodi Lukebakio,BEL,FW,0,0,194,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
977,Edin Dzeko,BIH,FW,0,0,196,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
978,Donyell Malen,NED,FW,0,0,197,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
979,Manuel Ugarte,URU,MF,0,0,197,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
980,Aymen Dahmen,TUN,GK,0,0,198,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
981,Jose Canale,PAR,DF,0,0,198,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
982,Dailon Livramento,CPV,FW,0,0,198,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
983,Patrik Schick,CZE,FW,0,0,199,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
984,Jacob Widell Zetterstrom,SWE,GK,0,0,200,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
985,Kristoffer Nordfeldt,SWE,GK,0,0,200,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
986,Ali Alhamadi,IRQ,FW,0,0,201,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
987,Steve Kapuadi,COD,DF,0,0,201,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
988,El Hadji Malick Diouf,SEN,DF,0,0,202,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
989,Behruzjon Karimov,UZB,DF,0,0,203,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
990,Abdullah Alkhaibari,KSA,MF,0,0,203,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
991,Grant Hanley,SCO,DF,0,0,203,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
992,Nathan Patterson,SCO,DF,0,0,204,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
993,Ben Gannon Doak,SCO,FW,0,0,204,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
994,Sherzod Nasrullaev,UZB,DF,0,0,206,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
995,Abduvohid Nematov,UZB,GK,0,0,206,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
996,Abdulla Abdullaev,UZB,DF,0,0,206,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
997,Philipp Lienhart,AUT,DF,0,0,207,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/statistics/player-statistics,2026-08-31
